torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,fouls_local,corners_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,fouls_visitante,corners_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante
Transicion 2016,6,9,Independiente,Colon,4,1,,,,,,,,,,,,,,
Transicion 2016,6,10,River Plate,Boca Juniors,0,0,,,,,,,,,,,,,,
Transicion 2016,6,11,Rosario Central,Banfield,2,2,,,,,,,,,,,,,,
Transicion 2016,6,12,Aldosivi,Temperley,1,1,,,,,,,,,,,,,,
Transicion 2016,6,13,Union,Racing Club,3,6,,,,,,,,,,,,,,
Transicion 2016,6,14,Tigre,Atl Tucuman,5,0,,,,,,,,,,,,,,
Transicion 2016,6,15,Godoy Cruz,Patronato,3,1,,,,,,,,,,,,,,
Transicion 2016,7,1,Racing Club,Lanus,2,1,,,,,,,,,,,,,,
Transicion 2016,7,2,Newells,Atl Rafaela,1,1,,,,,,,,,,,,,,
Transicion 2016,7,3,Olimpo,Belgrano,2,0,,,,,,,,,,,,,,
Transicion 2016,7,4,Def y Justicia,Huracan,0,2,,,,,,,,,,,,,,
Transicion 2016,7,5,Banfield,Independiente,1,3,,,,,,,,,,,,,,
Transicion 2016,7,6,San Martin (SJ),Tigre,1,0,,,,,,,,,,,,,,
Transicion 2016,7,7,San Lorenzo,Arsenal,0,2,,,,,,,,,,,,,,
Transicion 2016,7,8,Temperley,Argentinos,0,0,,,,,,,,,,,,,,
Transicion 2016,7,9,Patronato,Rosario Central,1,0,,,,,,,,,,,,,,
Transicion 2016,7,10,Estudiantes (LP),Gimnasia (LP),3,0,,,,,,,,,,,,,,
Transicion 2016,7,11,Colon,River Plate,4,1,,,,,,,,,,,,,,
Transicion 2016,7,12,Atl Tucuman,Aldosivi,1,1,,,,,,,,,,,,,,
Transicion 2016,7,13,Sarmiento (J),Godoy Cruz,0,0,,,,,,,,,,,,,,
Transicion 2016,7,14,Boca Juniors,Union,2,1,,,,,,,,,,,,,,
Transicion 2016,7,15,Velez,Quilmes,1,2,,,,,,,,,,,,,,
Transicion 2016,8,1,Arsenal,Gimnasia (LP),0,1,,,,,,,,,,,,,,
Transicion 2016,8,2,Aldosivi,San Martin (SJ),2,2,,,,,,,,,,,,,,
Transicion 2016,8,3,Estudiantes (LP),Def y Justicia,2,1,,,,,,,,,,,,,,
Transicion 2016,8,4,Belgrano,Velez,2,3,,,,,,,,,,,,,,
Transicion 2016,8,5,Colon,Union,0,3,,,,,,,,,,,,,,
Transicion 2016,8,6,Argentinos,Atl Tucuman,0,3,,,,,,,,,,,,,,
Transicion 2016,8,7,Godoy Cruz,Olimpo,1,0,,,,,,,,,,,,,,
Transicion 2016,8,8,Independiente,Patronato,2,1,,,,,,,,,,,,,,
Transicion 2016,8,9,Quilmes,San Lorenzo,3,0,,,,,,,,,,,,,,
Transicion 2016,8,10,River Plate,Banfield,1,1,,,,,,,,,,,,,,
Transicion 2016,8,11,Huracan,Temperley,4,2,,,,,,,,,,,,,,
Transicion 2016,8,12,Lanus,Boca Juniors,2,0,,,,,,,,,,,,,,
Transicion 2016,8,13,Rosario Central,Sarmiento (J),1,0,,,,,,,,,,,,,,
Transicion 2016,8,14,Atl Rafaela,Racing Club,3,6,,,,,,,,,,,,,,
Transicion 2016,8,15,Tigre,Newells,3,3,,,,,,,,,,,,,,
Transicion 2016,9,1,Atl Tucuman,Huracan,2,1,,,,,,,,,,,,,,
Transicion 2016,9,2,Temperley,Estudiantes (LP),1,3,,,,,,,,,,,,,,
Transicion 2016,9,3,Olimpo,Rosario Central,1,1,,,,,,,,,,,,,,
Transicion 2016,9,4,Racing Club,Tigre,3,3,,,,,,,,,,,,,,
Transicion 2016,9,5,Boca Juniors,Atl Rafaela,3,0,,,,,,,,,,,,,,
Transicion 2016,9,6,Banfield,Colon,1,1,,,,,,,,,,,,,,
Transicion 2016,9,7,Patronato,River Plate,2,1,,,,,,,,,,,,,,
Transicion 2016,9,8,Newells,Aldosivi,1,1,,,,,,,,,,,,,,
Transicion 2016,9,9,San Lorenzo,Belgrano,3,2,,,,,,,,,,,,,,
Transicion 2016,9,10,San Martin (SJ),Argentinos,2,0,,,,,,,,,,,,,,
Transicion 2016,9,11,Def y Justicia,Arsenal,0,1,,,,,,,,,,,,,,
Transicion 2016,9,12,Velez,Godoy Cruz,1,4,,,,,,,,,,,,,,
Transicion 2016,9,13,Sarmiento (J),Independiente,0,0,,,,,,,,,,,,,,
Transicion 2016,9,14,Union,Lanus,0,4,,,,,,,,,,,,,,
Transicion 2016,9,15,Gimnasia (LP),Quilmes,1,0,,,,,,,,,,,,,,
Transicion 2016,10,1,Colon,Patronato,2,2,,,,,,,,,,,,,,
Transicion 2016,10,2,Godoy Cruz,San Lorenzo,0,1,,,,,,,,,,,,,,
Transicion 2016,10,3,Huracan,San Martin (SJ),4,3,,,,,,,,,,,,,,
Transicion 2016,10,4,Def y Justicia,Temperley,2,1,,,,,,,,,,,,,,
Transicion 2016,10,5,River Plate,Sarmiento (J),2,2,,,,,,,,,,,,,,
Transicion 2016,10,6,Independiente,Olimpo,0,0,,,,,,,,,,,,,,
Transicion 2016,10,7,Banfield,Lanus,0,2,,,,,,,,,,,,,,
Transicion 2016,10,8,Argentinos,Newells,0,0,,,,,,,,,,,,,,
Transicion 2016,10,9,Aldosivi,Racing Club,2,1,,,,,,,,,,,,,,
Transicion 2016,10,10,Rosario Central,Velez,2,3,,,,,,,,,,,,,,
Transicion 2016,10,11,Belgrano,Gimnasia (LP),3,0,,,,,,,,,,,,,,
Transicion 2016,10,12,Tigre,Boca Juniors,2,0,,,,,,,,,,,,,,
Transicion 2016,10,13,Atl Rafaela,Union,1,1,,,,,,,,,,,,,,
Transicion 2016,10,14,Quilmes,Arsenal,1,4,,,,,,,,,,,,,,
Transicion 2016,10,15,Estudiantes (LP),Atl Tucuman,3,2,,,,,,,,,,,,,,
Transicion 2016,11,1,Sarmiento (J),Colon,1,0,,,,,,,,,,,,,,
Transicion 2016,11,2,Gimnasia (LP),Godoy Cruz,2,2,,,,,,,,,,,,,,
Transicion 2016,11,3,Lanus,Atl Rafaela,2,1,,,,,,,,,,,,,,
Transicion 2016,11,4,Newells,Huracan,1,0,,,,,,,,,,,,,,
Transicion 2016,11,5,Atl Tucuman,Def y Justicia,3,1,,,,,,,,,,,,,,
Transicion 2016,11,6,Boca Juniors,Aldosivi,4,1,,,,,,,,,,,,,,
Transicion 2016,11,7,Union,Tigre,1,0,,,,,,,,,,,,,,
Transicion 2016,11,8,Racing Club,Argentinos,2,2,,,,,,,,,,,,,,
Transicion 2016,11,9,San Lorenzo,Rosario Central,2,1,,,,,,,,,,,,,,
Transicion 2016,11,10,San Martin (SJ),Estudiantes (LP),0,2,,,,,,,,,,,,,,
Transicion 2016,11,11,Velez,Independiente,0,2,,,,,,,,,,,,,,
Transicion 2016,11,12,Temperley,Quilmes,2,0,,,,,,,,,,,,,,
Transicion 2016,11,13,Olimpo,River Plate,0,1,,,,,,,,,,,,,,
Transicion 2016,11,14,Patronato,Banfield,0,2,,,,,,,,,,,,,,
Transicion 2016,11,15,Arsenal,Belgrano,3,3,,,,,,,,,,,,,,
Transicion 2016,12,1,Atl Rafaela,Patronato,3,1,,,,,,,,,,,,,,
Transicion 2016,12,2,Velez,Argentinos,1,0,,,,,,,,,,,,,,
Transicion 2016,12,3,Olimpo,Aldosivi,2,1,,,,,,,,,,,,,,
Transicion 2016,12,4,Union,Colon,1,0,,,,,,,,,,,,,,
Transicion 2016,12,5,Arsenal,Def y Justicia,0,0,,,,,,,,,,,,,,
Transicion 2016,12,6,San Lorenzo,Huracan,1,0,,,,,,,,,,,,,,
Transicion 2016,12,7,Godoy Cruz,San Martin (SJ),1,0,,,,,,,,,,,,,,
Transicion 2016,12,8,Lanus,Banfield,2,0,,,,,,,,,,,,,,
Transicion 2016,12,9,Gimnasia (LP),Estudiantes (LP),0,0,,,,,,,,,,,,,,
Transicion 2016,12,10,Newells,Rosario Central,0,0,,,,,,,,,,,,,,
Transicion 2016,12,11,Boca Juniors,River Plate,0,0,,,,,,,,,,,,,,
Transicion 2016,12,12,Racing Club,Independiente,0,0,,,,,,,,,,,,,,
Transicion 2016,12,13,Belgrano,Atl Tucuman,0,0,,,,,,,,,,,,,,
Transicion 2016,12,14,Tigre,Sarmiento (J),2,0,,,,,,,,,,,,,,
Transicion 2016,12,15,Quilmes,Temperley,2,0,,,,,,,,,,,,,,
Transicion 2016,13,1,Estudiantes (LP),Newells,0,0,,,,,,,,,,,,,,
Transicion 2016,13,2,Aldosivi,Union,1,1,,,,,,,,,,,,,,
Transicion 2016,13,3,Colon,Olimpo,3,1,,,,,,,,,,,,,,
Transicion 2016,13,4,Patronato,Atl Rafaela,2,1,,,,,,,,,,,,,,
Transicion 2016,13,5,Independiente,San Lorenzo,0,1,,,,,,,,,,,,,,
Transicion 2016,13,6,Belgrano,Quilmes,2,2,,,,,,,,,,,,,,
Transicion 2016,13,7,River Plate,Velez,0,0,,,,,,,,,,,,,,
Transicion 2016,13,8,Godoy Cruz,Arsenal,2,0,,,,,,,,,,,,,,
Transicion 2016,13,9,Huracan,Racing Club,0,1,,,,,,,,,,,,,,
Transicion 2016,13,10,Def y Justicia,San Martin (SJ),0,0,,,,,,,,,,,,,,
Transicion 2016,13,11,Argentinos,Boca Juniors,1,0,,,,,,,,,,,,,,
Transicion 2016,13,12,Rosario Central,Gimnasia (LP),0,1,,,,,,,,,,,,,,
Transicion 2016,13,13,Tigre,Lanus,0,1,,,,,,,,,,,,,,
Transicion 2016,13,14,Temperley,Atl Tucuman,1,1,,,,,,,,,,,,,,
Transicion 2016,13,15,Banfield,Sarmiento (J),0,0,,,,,,,,,,,,,,
Transicion 2016,14,1,Union,Argentinos,4,0,,,,,,,,,,,,,,
Transicion 2016,14,2,Quilmes,Godoy Cruz,1,3,,,,,,,,,,,,,,
Transicion 2016,14,3,Newells,Def y Justicia,0,1,,,,,,,,,,,,,,
Transicion 2016,14,4,San Martin (SJ),Temperley,2,0,,,,,,,,,,,,,,
Transicion 2016,14,5,Velez,Colon,2,0,,,,,,,,,,,,,,
Transicion 2016,14,6,San Lorenzo,River Plate,2,1,,,,,,,,,,,,,,
Transicion 2016,14,7,Racing Club,Estudiantes (LP),0,0,,,,,,,,,,,,,,
Transicion 2016,14,8,Arsenal,Rosario Central,1,0,,,,,,,,,,,,,,
Transicion 2016,14,9,Lanus,Aldosivi,2,0,,,,,,,,,,,,,,
Transicion 2016,14,10,Atl Tucuman,Belgrano,2,1,,,,,,,,,,,,,,
Transicion 2016,14,11,Boca Juniors,Huracan,0,0,,,,,,,,,,,,,,
Transicion 2016,14,12,Atl Rafaela,Tigre,0,0,,,,,,,,,,,,,,
Transicion 2016,14,13,Gimnasia (LP),Independiente,3,3,,,,,,,,,,,,,,
Transicion 2016,14,14,Olimpo,Banfield,1,1,,,,,,,,,,,,,,
Transicion 2016,14,15,Sarmiento (J),Patronato,1,0,,,,,,,,,,,,,,
Transicion 2016,15,1,Huracan,Union,1,1,,,,,,,,,,,,,,
Transicion 2016,15,2,Def y Justicia,Racing Club,2,1,,,,,,,,,,,,,,
Transicion 2016,15,3,Atl Tucuman,San Martin (SJ),3,2,,,,,,,,,,,,,,
Transicion 2016,15,4,Colon,San Lorenzo,0,2,,,,,,,,,,,,,,
Transicion 2016,15,5,Godoy Cruz,Belgrano,1,0,,,,,,,,,,,,,,
Transicion 2016,15,6,River Plate,Gimnasia (LP),1,0,,,,,,,,,,,,,,
Transicion 2016,15,7,Independiente,Arsenal,2,0,,,,,,,,,,,,,,
Transicion 2016,15,8,Temperley,Newells,2,0,,,,,,,,,,,,,,
Transicion 2016,15,9,Sarmiento (J),Tigre,0,1,,,,,,,,,,,,,,
Transicion 2016,15,10,Argentinos,Lanus,1,1,,,,,,,,,,,,,,
Transicion 2016,15,11,Aldosivi,Atl Rafaela,2,1,,,,,,,,,,,,,,
Transicion 2016,15,12,Rosario Central,Quilmes,1,1,,,,,,,,,,,,,,
Transicion 2016,15,13,Estudiantes (LP),Boca Juniors,3,1,,,,,,,,,,,,,,
Transicion 2016,15,14,Patronato,Olimpo,1,0,,,,,,,,,,,,,,
Transicion 2016,15,15,Banfield,Velez,0,0,,,,,,,,,,,,,,
Transicion 2016,16,1,Arsenal,River Plate,2,1,,,,,,,,,,,,,,
Transicion 2016,16,2,Tigre,Aldosivi,2,0,,,,,,,,,,,,,,
Transicion 2016,16,3,Atl Rafaela,Argentinos,0,2,,,,,,,,,,,,,,
Transicion 2016,16,4,Olimpo,Sarmiento (J),0,1,,,,,,,,,,,,,,
Transicion 2016,16,5,Racing Club,Temperley,2,0,,,,,,,,,,,,,,
Transicion 2016,16,6,Quilmes,Independiente,0,3,,,,,,,,,,,,,,
Transicion 2016,16,7,Velez,Patronato,0,0,,,,,,,,,,,,,,
Transicion 2016,16,8,San Lorenzo,Banfield,1,1,,,,,,,,,,,,,,
Transicion 2016,16,9,San Martin (SJ),Godoy Cruz,2,0,,,,,,,,,,,,,,
Transicion 2016,16,10,Boca Juniors,Def y Justicia,0,0,,,,,,,,,,,,,,
Transicion 2016,16,11,Newells,Atl Tucuman,2,1,,,,,,,,,,,,,,
Transicion 2016,16,12,Union,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Transicion 2016,16,13,Lanus,Huracan,1,3,,,,,,,,,,,,,,
Transicion 2016,16,14,Belgrano,Rosario Central,1,0,,,,,,,,,,,,,,
Transicion 2016,16,15,Gimnasia (LP),Colon,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,1,Sarmiento (J),Arsenal,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,2,Godoy Cruz,Huracan,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,3,Gimnasia (LP),Velez,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,4,Rosario Central,Def y Justicia,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,5,Racing Club,Talleres (C),1,1,,,,,,,,,,,,,,
Campeonato 2016/17,1,6,Atl Tucuman,Atl Rafaela,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,7,San Lorenzo,San Martin (SJ),2,2,,,,,,,,,,,,,,
Campeonato 2016/17,1,8,Tigre,Estudiantes (LP),0,3,,,,,,,,,,,,,,
Campeonato 2016/17,1,9,Quilmes,Newells,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,1,10,Belgrano,Independiente,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,1,11,Union,Olimpo,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,12,River Plate,Banfield,4,1,,,,,,,,,,,,,,
Campeonato 2016/17,1,13,Lanus,Boca Juniors,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,1,14,Aldosivi,Colon,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,1,15,Temperley,Patronato,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,1,Patronato,Gimnasia (LP),0,1,,,,,,,,,,,,,,
Campeonato 2016/17,2,2,Huracan,Quilmes,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,2,3,Olimpo,Lanus,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,4,Banfield,Colon,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,5,San Martin (SJ),Racing Club,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,2,6,Union,Aldosivi,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,7,Def y Justicia,San Lorenzo,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,2,8,Independiente,Godoy Cruz,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,9,Newells,Tigre,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,10,Velez,Rosario Central,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,11,Estudiantes (LP),Sarmiento (J),1,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,12,Boca Juniors,Belgrano,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,2,13,Talleres (C),River Plate,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,2,14,Arsenal,Atl Tucuman,1,3,,,,,,,,,,,,,,
Campeonato 2016/17,2,15,Atl Rafaela,Temperley,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,3,1,Colon,Talleres (C),1,0,,,,,,,,,,,,,,
Campeonato 2016/17,3,2,Lanus,Union,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,3,San Lorenzo,Velez,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,4,Rosario Central,Patronato,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,5,Aldosivi,Banfield,1,3,,,,,,,,,,,,,,
Campeonato 2016/17,3,6,Quilmes,Independiente,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,7,Sarmiento (J),Newells,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,8,Atl Tucuman,Estudiantes (LP),0,2,,,,,,,,,,,,,,
Campeonato 2016/17,3,9,Temperley,Arsenal,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,10,Godoy Cruz,Boca Juniors,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,11,Belgrano,Olimpo,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,3,12,River Plate,San Martin (SJ),1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,13,Racing Club,Def y Justicia,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,14,Tigre,Huracan,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,3,15,Gimnasia (LP),Atl Rafaela,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,4,1,Olimpo,Godoy Cruz,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,2,Newells,Atl Tucuman,3,1,,,,,,,,,,,,,,
Campeonato 2016/17,4,3,Atl Rafaela,Rosario Central,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,4,Velez,Racing Club,0,3,,,,,,,,,,,,,,
Campeonato 2016/17,4,5,Independiente,Tigre,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,4,6,Huracan,Sarmiento (J),0,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,7,Estudiantes (LP),Temperley,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,8,Union,Belgrano,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,4,9,Talleres (C),Banfield,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,10,Patronato,San Lorenzo,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,4,11,Lanus,Aldosivi,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,4,12,Boca Juniors,Quilmes,4,1,,,,,,,,,,,,,,
Campeonato 2016/17,4,13,Def y Justicia,River Plate,3,3,,,,,,,,,,,,,,
Campeonato 2016/17,4,14,Arsenal,Gimnasia (LP),2,2,,,,,,,,,,,,,,
Campeonato 2016/17,4,15,San Martin (SJ),Colon,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,1,Quilmes,Olimpo,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,2,Godoy Cruz,Union,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,3,Rosario Central,Arsenal,5,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,4,Aldosivi,Talleres (C),2,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,5,Temperley,Newells,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,6,Racing Club,Patronato,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,7,River Plate,Velez,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,8,San Lorenzo,Atl Rafaela,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,9,Belgrano,Lanus,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,10,Gimnasia (LP),Estudiantes (LP),0,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,11,Banfield,San Martin (SJ),3,2,,,,,,,,,,,,,,
Campeonato 2016/17,5,12,Colon,Def y Justicia,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,5,13,Sarmiento (J),Independiente,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,14,Tigre,Boca Juniors,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,5,15,Atl Tucuman,Huracan,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,6,1,Def y Justicia,Banfield,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,6,2,Belgrano,Aldosivi,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,6,3,Velez,Colon,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,6,4,Huracan,Temperley,1,2,,,,,,,,,,,,,,
Campeonato 2016/17,6,5,Atl Rafaela,Racing Club,3,2,,,,,,,,,,,,,,
Campeonato 2016/17,6,6,Estudiantes (LP),Rosario Central,3,2,,,,,,,,,,,,,,
Campeonato 2016/17,6,7,San Martin (SJ),Talleres (C),1,3,,,,,,,,,,,,,,
Campeonato 2016/17,6,8,Independiente,Atl Tucuman,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,6,9,Lanus,Godoy Cruz,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,6,10,Boca Juniors,Sarmiento (J),2,0,,,,,,,,,,,,,,
Campeonato 2016/17,6,11,Olimpo,Tigre,1,4,,,,,,,,,,,,,,
Campeonato 2016/17,6,12,Newells,Gimnasia (LP),1,0,,,,,,,,,,,,,,
Campeonato 2016/17,6,13,Arsenal,San Lorenzo,1,3,,,,,,,,,,,,,,
Campeonato 2016/17,6,14,Patronato,River Plate,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,6,15,Union,Quilmes,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,1,Sarmiento (J),Olimpo,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,2,Talleres (C),Def y Justicia,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,3,Quilmes,Lanus,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,4,Godoy Cruz,Belgrano,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,5,Temperley,Independiente,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,6,Colon,Patronato,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,7,Racing Club,Arsenal,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,8,River Plate,Atl Rafaela,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,9,Gimnasia (LP),Huracan,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,10,Banfield,Velez,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,7,11,Tigre,Union,3,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,12,Rosario Central,Newells,0,1,,,,,,,,,,,,,,
Campeonato 2016/17,7,13,San Lorenzo,Estudiantes (LP),1,2,,,,,,,,,,,,,,
Campeonato 2016/17,7,14,Atl Tucuman,Boca Juniors,2,2,,,,,,,,,,,,,,
Campeonato 2016/17,7,15,Aldosivi,San Martin (SJ),1,2,,,,,,,,,,,,,,
Campeonato 2016/17,8,1,Olimpo,Atl Tucuman,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,8,2,Patronato,Banfield,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,8,3,Velez,Talleres (C),0,2,,,,,,,,,,,,,,
Campeonato 2016/17,8,4,Boca Juniors,Temperley,4,0,,,,,,,,,,,,,,
Campeonato 2016/17,8,5,Belgrano,Quilmes,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,8,6,Independiente,Gimnasia (LP),0,0,,,,,,,,,,,,,,
Campeonato 2016/17,8,7,Huracan,Rosario Central,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,8,8,Estudiantes (LP),Racing Club,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,8,9,Lanus,Tigre,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,8,10,Godoy Cruz,Aldosivi,3,1,,,,,,,,,,,,,,
Campeonato 2016/17,8,11,Newells,San Lorenzo,2,2,,,,,,,,,,,,,,
Campeonato 2016/17,8,12,Atl Rafaela,Colon,0,2,,,,,,,,,,,,,,
Campeonato 2016/17,8,13,Arsenal,River Plate,2,2,,,,,,,,,,,,,,
Campeonato 2016/17,8,14,Def y Justicia,San Martin (SJ),0,0,,,,,,,,,,,,,,
Campeonato 2016/17,8,15,Union,Sarmiento (J),1,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,1,Temperley,Olimpo,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,2,Quilmes,Godoy Cruz,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,3,River Plate,Estudiantes (LP),1,1,,,,,,,,,,,,,,
Campeonato 2016/17,9,4,Sarmiento (J),Lanus,1,2,,,,,,,,,,,,,,
Campeonato 2016/17,9,5,Colon,Arsenal,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,6,Racing Club,Newells,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,9,7,San Martin (SJ),Velez,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,8,Banfield,Atl Rafaela,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,9,9,San Lorenzo,Huracan,2,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,10,Tigre,Belgrano,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,9,11,Talleres (C),Patronato,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,12,Rosario Central,Independiente,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,13,Gimnasia (LP),Boca Juniors,0,3,,,,,,,,,,,,,,
Campeonato 2016/17,9,14,Aldosivi,Def y Justicia,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,9,15,Atl Tucuman,Union,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,1,Velez,Def y Justicia,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,2,Arsenal,Banfield,1,3,,,,,,,,,,,,,,
Campeonato 2016/17,10,3,Estudiantes (LP),Colon,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,10,4,Union,Temperley,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,5,Godoy Cruz,Tigre,2,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,6,Lanus,Atl Tucuman,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,10,7,Huracan,Racing Club,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,8,Quilmes,Aldosivi,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,10,9,Independiente,San Lorenzo,1,2,,,,,,,,,,,,,,
Campeonato 2016/17,10,10,Belgrano,Sarmiento (J),1,2,,,,,,,,,,,,,,
Campeonato 2016/17,10,11,Boca Juniors,Rosario Central,1,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,12,Atl Rafaela,Talleres (C),0,1,,,,,,,,,,,,,,
Campeonato 2016/17,10,13,Newells,River Plate,1,0,,,,,,,,,,,,,,
Campeonato 2016/17,10,14,Olimpo,Gimnasia (LP),0,0,,,,,,,,,,,,,,
Campeonato 2016/17,10,15,Patronato,San Martin (SJ),3,0,,,,,,,,,,,,,,
Campeonato 2016/17,11,1,Temperley,Lanus,1,3,,,,,,,,,,,,,,
Campeonato 2016/17,11,2,Talleres (C),Arsenal,0,0,,,,,,,,,,,,,,
Campeonato 2016/17,11,3,Tigre,Quilmes,3,0,,,,,,,,,,,,,,
Campeonato 2016/17,11,4,Colon,Newells,1,2,,,,,,,,,,,,,,
Campeonato 2016/17,11,5,Banfield,Estudiantes (LP),3,2,,,,,,,,,,,,,,
